,get angry easily (1983),get angry easily (1988),get angry easily (1992),get angry easily (2000),jealousy (1983),jealousy (1988),jealousy (1992),jealousy (2000),not home enough (1983),not home enough (1988),not home enough (1992),not home enough (2000),not talking (1983),not talking (1988),not talking (1992),not talking (2000),sex with others (1983),sex with others (1988),sex with others (1992),sex with others (2000),marital instability (1983),marital instability (1988),marital instability (1992),marital instability (2000),income_combined_2000,income_combined_1992,income_combined_1988,income_combined_1983
777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$100,000 or More","\$30,000 - \$39,999","\$20,000 - \$29,999","Under \$20,000"
780,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,"\$70,000 - \$79,999","\$80,000 - \$89,999","\$50,000 - \$59,999","\$40,000 - \$49,999"
784,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$70,000 - \$79,999","\$40,000 - \$49,999","\$25,000 - \$29,999","Under \$20,000"
789,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.8999999761581421,0.3000000119209289,1.0,0.0,"\$70,000 - \$79,999","\$70,000 - \$79,999","\$60,000 - \$69,999","\$40,000 - \$49,999"
790,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,1.0,0.3000000119209289,0.699999988079071,0.949999988079071,0.0,"\$60,000 - \$69,999","\$50,000 - \$59,999","\$40,000 - \$49,999","\$30,000 - \$39,999"
791,0.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8500000238418579,"\$90,000 - \$99,999","\$40,000 - \$49,999","\$20,000 - \$29,999","Under \$20,000"
792,1.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.3000000119209289,0.8999999761581421,"\$20,000 - \$29,999","\$20,000 - \$29,999","Under \$20,000","Under \$20,000"
798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.0,0.0,"Under \$20,000","\$70,000 - \$79,999","\$60,000 - \$69,999","\$50,000 - \$59,999"
802,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$70,000 - \$79,999","\$60,000 - \$69,999","\$40,000 - \$49,999","\$20,000 - \$29,999"
806,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$30,000 - \$39,999","\$30,000 - \$39,999","\$20,000 - \$29,999","\$40,000 - \$49,999"
811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.0,0.0,"\$80,000 - \$89,999","\$60,000 - \$69,999","\$40,000 - \$49,999","\$25,000 - \$29,999"
813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.4799999892711639,"\$30,000 - \$39,999","\$30,000 - \$39,999","\$20,000 - \$29,999","\$30,000 - \$39,999"
816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.7799999713897705,0.6000000238418579,0.4799999892711639,"\$60,000 - \$69,999","\$40,000 - \$49,999","\$40,000 - \$49,999","\$40,000 - \$49,999"
817,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.7799999713897705,0.0,0.0,"\$100,000 or More","\$60,000 - \$69,999","\$50,000 - \$59,999","\$30,000 - \$39,999"
818,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4799999892711639,0.3000000119209289,0.3000000119209289,0.3000000119209289,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$50,000 - \$59,999"
823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$100,000 or More","\$40,000 - \$49,999","\$30,000 - \$39,999","\$25,000 - \$29,999"
830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8500000238418579,0.7799999713897705,0.0,0.0,"\$80,000 - \$89,999","\$40,000 - \$49,999","\$25,000 - \$29,999","\$30,000 - \$39,999"
832,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.0,"\$50,000 - \$59,999","\$30,000 - \$39,999","\$25,000 - \$29,999","\$30,000 - \$39,999"
834,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4799999892711639,1.0,0.3000000119209289,0.0,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$40,000 - \$49,999"
836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.3000000119209289,0.0,"\$50,000 - \$59,999","\$30,000 - \$39,999","\$40,000 - \$49,999","\$25,000 - \$29,999"
846,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$50,000 - \$59,999","\$80,000 - \$89,999","\$60,000 - \$69,999","\$50,000 - \$59,999"
849,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.3000000119209289,0.0,"\$80,000 - \$89,999","\$70,000 - \$79,999","\$60,000 - \$69,999","\$40,000 - \$49,999"
850,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.0,"\$30,000 - \$39,999","\$20,000 - \$29,999","\$20,000 - \$29,999","\$25,000 - \$29,999"
851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$40,000 - \$49,999"
856,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Under \$20,000","\$25,000 - \$29,999","\$25,000 - \$29,999","\$40,000 - \$49,999"
857,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.699999988079071,0.0,0.0,0.4799999892711639,"\$50,000 - \$59,999","Under \$20,000","\$20,000 - \$29,999","\$20,000 - \$29,999"
858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$30,000 - \$39,999","\$25,000 - \$29,999","\$25,000 - \$29,999","\$20,000 - \$29,999"
860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Under \$20,000","\$60,000 - \$69,999","\$50,000 - \$59,999","\$30,000 - \$39,999"
866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$25,000 - \$29,999","\$50,000 - \$59,999","\$40,000 - \$49,999","\$25,000 - \$29,999"
867,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7799999713897705,0.6000000238418579,0.3000000119209289,0.0,"Under \$20,000","\$80,000 - \$89,999","\$60,000 - \$69,999","\$60,000 - \$69,999"
869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Under \$20,000","\$40,000 - \$49,999","\$20,000 - \$29,999","\$30,000 - \$39,999"
872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$40,000 - \$49,999","\$30,000 - \$39,999","\$30,000 - \$39,999","\$30,000 - \$39,999"
875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$50,000 - \$59,999","\$50,000 - \$59,999","\$30,000 - \$39,999","\$60,000 - \$69,999"
878,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.0,0.3000000119209289,0.0,"\$40,000 - \$49,999","\$20,000 - \$29,999","\$40,000 - \$49,999","\$25,000 - \$29,999"
880,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$40,000 - \$49,999","\$25,000 - \$29,999","\$20,000 - \$29,999","Under \$20,000"
881,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4799999892711639,0.6000000238418579,0.4799999892711639,0.3000000119209289,"\$50,000 - \$59,999","\$50,000 - \$59,999","\$40,000 - \$49,999","\$40,000 - \$49,999"
884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$100,000 or More","\$50,000 - \$59,999","\$40,000 - \$49,999","\$30,000 - \$39,999"
885,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.0,0.0,0.0,"\$25,000 - \$29,999","\$50,000 - \$59,999","\$40,000 - \$49,999","\$30,000 - \$39,999"
886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.0,"\$25,000 - \$29,999","Under \$20,000","\$30,000 - \$39,999","\$30,000 - \$39,999"
888,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.4799999892711639,0.8500000238418579,1.0,0.4799999892711639,"\$20,000 - \$29,999","\$80,000 - \$89,999","\$60,000 - \$69,999","\$60,000 - \$69,999"
891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$60,000 - \$69,999"
895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0399999618530271,0.8999999761581421,0.699999988079071,"\$100,000 or More","\$80,000 - \$89,999","\$20,000 - \$29,999","\$20,000 - \$29,999"
896,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.0,0.0,0.0,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$40,000 - \$49,999"
902,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.0,"\$40,000 - \$49,999","\$40,000 - \$49,999","\$60,000 - \$69,999","\$25,000 - \$29,999"
906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4799999892711639,0.0,0.0,"\$60,000 - \$69,999","\$30,000 - \$39,999","\$30,000 - \$39,999","\$25,000 - \$29,999"
911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,"\$70,000 - \$79,999","\$50,000 - \$59,999","\$40,000 - \$49,999","\$30,000 - \$39,999"
912,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.0,0.0,0.0,"\$80,000 - \$89,999","\$50,000 - \$59,999","\$40,000 - \$49,999","\$25,000 - \$29,999"
916,1.0,2.0,3.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0800000429153442,0.8999999761581421,0.0,0.0,"\$30,000 - \$39,999","\$30,000 - \$39,999","\$20,000 - \$29,999","\$20,000 - \$29,999"
917,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$40,000 - \$49,999","\$30,000 - \$39,999","\$30,000 - \$39,999","\$25,000 - \$29,999"
918,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$30,000 - \$39,999","\$25,000 - \$29,999","\$20,000 - \$29,999","Under \$20,000"
920,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8999999761581421,0.0,0.0,"\$80,000 - \$89,999","\$60,000 - \$69,999","\$40,000 - \$49,999","\$25,000 - \$29,999"
923,0.0,2.0,3.0,3.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.949999988079071,1.149999976158142,0.699999988079071,0.0,"\$80,000 - \$89,999","\$60,000 - \$69,999","\$60,000 - \$69,999","\$50,000 - \$59,999"
929,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.949999988079071,0.7799999713897705,0.8500000238418579,0.4799999892711639,"\$100,000 or More","\$70,000 - \$79,999","\$40,000 - \$49,999","\$25,000 - \$29,999"
930,1.0,0.0,2.0,2.0,0.0,1.0,3.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,3.0,2.0,0.0,,2.0,2.0,0.6000000238418579,1.0,1.340000033378601,1.340000033378601,"Under \$20,000","Under \$20,000","\$40,000 - \$49,999","\$50,000 - \$59,999"
931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.7799999713897705,0.699999988079071,0.699999988079071,1.1100000143051147,"\$100,000 or More","\$50,000 - \$59,999","\$60,000 - \$69,999","\$40,000 - \$49,999"
933,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.3000000119209289,0.0,0.0,"Under \$20,000","\$40,000 - \$49,999","\$30,000 - \$39,999","\$30,000 - \$39,999"
935,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.949999988079071,0.4799999892711639,0.7799999713897705,0.0,"\$70,000 - \$79,999","\$70,000 - \$79,999","\$60,000 - \$69,999","\$25,000 - \$29,999"
939,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8999999761581421,0.3000000119209289,0.0,"\$70,000 - \$79,999","\$70,000 - \$79,999","\$60,000 - \$69,999","\$50,000 - \$59,999"
941,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.699999988079071,"\$50,000 - \$59,999","\$25,000 - \$29,999","\$25,000 - \$29,999","Under \$20,000"
949,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$60,000 - \$69,999"
950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$40,000 - \$49,999","\$30,000 - \$39,999","\$30,000 - \$39,999","\$30,000 - \$39,999"
959,2.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.3000000119209289,"Under \$20,000","\$40,000 - \$49,999","\$40,000 - \$49,999","\$30,000 - \$39,999"
960,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4799999892711639,0.0,0.0,0.0,"\$80,000 - \$89,999","\$70,000 - \$79,999","\$60,000 - \$69,999","\$60,000 - \$69,999"
967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1100000143051147,0.0,"\$60,000 - \$69,999","\$50,000 - \$59,999","\$30,000 - \$39,999","\$25,000 - \$29,999"
968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$40,000 - \$49,999","\$60,000 - \$69,999","\$40,000 - \$49,999","\$30,000 - \$39,999"
971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$30,000 - \$39,999","\$50,000 - \$59,999","\$50,000 - \$59,999","\$40,000 - \$49,999"
973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.0,0.0,"\$50,000 - \$59,999","\$30,000 - \$39,999","\$30,000 - \$39,999","\$20,000 - \$29,999"
978,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.4799999892711639,0.4799999892711639,0.8500000238418579,0.3000000119209289,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$50,000 - \$59,999"
982,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7799999713897705,0.0,0.0,"\$70,000 - \$79,999","\$80,000 - \$89,999","\$50,000 - \$59,999","\$40,000 - \$49,999"
983,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7799999713897705,0.8500000238418579,0.699999988079071,0.949999988079071,"\$30,000 - \$39,999","\$30,000 - \$39,999","\$30,000 - \$39,999","\$20,000 - \$29,999"
986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$80,000 - \$89,999","\$70,000 - \$79,999","\$50,000 - \$59,999","\$40,000 - \$49,999"
988,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Under \$20,000","\$40,000 - \$49,999","Under \$20,000","\$30,000 - \$39,999"
994,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.3000000119209289,0.3000000119209289,0.0,"\$100,000 or More","\$70,000 - \$79,999","\$30,000 - \$39,999","\$30,000 - \$39,999"
1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4799999892711639,0.0,0.0,0.0,"\$90,000 - \$99,999","\$80,000 - \$89,999","\$60,000 - \$69,999","\$50,000 - \$59,999"
1005,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.949999988079071,1.0,1.0,0.8500000238418579,"\$40,000 - \$49,999","\$70,000 - \$79,999","\$50,000 - \$59,999","\$30,000 - \$39,999"
1007,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.699999988079071,0.8999999761581421,0.4799999892711639,0.6000000238418579,"\$25,000 - \$29,999","\$25,000 - \$29,999","\$30,000 - \$39,999","\$60,000 - \$69,999"
1011,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.7799999713897705,0.3000000119209289,0.8999999761581421,0.3000000119209289,"\$90,000 - \$99,999","\$40,000 - \$49,999","\$30,000 - \$39,999","\$25,000 - \$29,999"
1013,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,2.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.3000000119209289,0.0,0.0,"\$40,000 - \$49,999","\$50,000 - \$59,999","\$50,000 - \$59,999","\$50,000 - \$59,999"
1014,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.3000000119209289,0.3000000119209289,0.4799999892711639,"\$50,000 - \$59,999","\$70,000 - \$79,999","\$50,000 - \$59,999","\$20,000 - \$29,999"
1015,0.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.0,0.0,0.0,"Under \$20,000","Under \$20,000","Under \$20,000","Under \$20,000"
1016,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0800000429153442,0.0,0.0,"\$70,000 - \$79,999","\$50,000 - \$59,999","\$40,000 - \$49,999","\$25,000 - \$29,999"
1019,2.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.3000000119209289,0.0,0.0,0.0,"\$70,000 - \$79,999","\$40,000 - \$49,999","\$40,000 - \$49,999","\$40,000 - \$49,999"
1024,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000119209289,0.0,0.3000000119209289,"\$30,000 - \$39,999","\$20,000 - \$29,999","\$25,000 - \$29,999","Under \$20,000"
1025,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,0.8999999761581421,0.8500000238418579,0.8500000238418579,0.6000000238418579,"\$100,000 or More","\$40,000 - \$49,999","\$40,000 - \$49,999","\$20,000 - \$29,999"
1026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$100,000 or More","\$60,000 - \$69,999","\$50,000 - \$59,999","\$25,000 - \$29,999"
1028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"\$70,000 - \$79,999","\$40,000 - \$49,999","\$30,000 - \$39,999","\$25,000 - \$29,999"
1030,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4799999892711639,0.0,0.0,0.0,"Under \$20,000","\$50,000 - \$59,999","\$30,000 - \$39,999","\$40,000 - \$49,999"
1036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.699999988079071,0.0,0.0,0.0,"\$50,000 - \$59,999","\$50,000 - \$59,999","\$40,000 - \$49,999","\$40,000 - \$49,999"
